Cohort Year,Cohort Category,Demographic,# Total Cohort,# Total Grads,% of cohort Total Grads,# of cohort Total Grads,% of cohort Total Regents,% of grads  Total Regents,# of grads  Total Regents,% of cohort  Advanced Regents,% of grads  Advanced Regents,# of grads  Advanced Regents,% of cohort  Regents w/o Advanced,% of grads  Regents w/o Advanced,# of grads  Regents w/o Advanced,% of cohort Local,% of grads Local,# Still Enrolled,% of cohort Still Enrolled,# Dropped Out,% of cohort Dropped Out
2001,4 Year  June,English Language Learner,"10,540","2,791",26.5,992,9,35.5,315,3,11.3,677,6.4,24.3,"1,803",17.1,64.6,"3,895",37,"3,220",30.6
2001,5 Year  June,English Language Learner,"10,540","3,920",37.2,"1,233",11.7,31.5,371,3.5,9.5,862,8.2,22,"2,701",25.6,68.9,"1,516",14.4,"4,193",39.8
2001,6 Year,English Language Learner,"10,540","4,296",40.8,"1,291",12.2,30.1,380,3.6,8.8,911,8.6,21.2,"3,028",28.7,70.5,655,6.2,"4,598",43.6
2002,4 Year  June,English Language Learner,"7,454","1,691",22.7,639,8.6,37.8,132,1.8,7.8,507,6.8,30,"1,062",14.2,62.8,"3,062",41.1,"2,330",31.3
2002,5 Year  June,English Language Learner,"7,454","2,354",31.6,794,10.7,33.7,176,2.4,7.5,618,8.3,26.3,"1,578",21.2,67,"1,457",19.5,"3,041",40.8
2002,6 Year,English Language Learner,"7,454","2,729",36.6,856,11.5,31.4,185,2.5,6.8,671,9,24.6,"1,891",25.4,69.3,697,9.4,"3,356",45
2003,4 Year  June,English Language Learner,"8,163","2,052",25.1,909,11.1,44.3,290,3.6,14.1,619,7.6,30.2,"1,143",14,55.7,"3,360",41.2,"2,394",29.3
2003,5 Year  June,English Language Learner,"8,163","3,105",38,"1,159",14.2,37.3,358,4.4,11.5,801,9.8,25.8,"1,946",23.8,62.7,"1,327",16.3,"3,111",38.1
2003,6 Year,English Language Learner,"8,041","3,394",42.2,"1,216",15.1,35.8,363,4.5,10.7,853,10.6,25.1,"2,178",27.1,64.2,570,7.1,"3,361",41.8
2004,4 Year  June,English Language Learner,"8,486","3,039",35.8,"1,504",17.7,49.5,487,5.7,16,"1,017",12,33.5,"1,535",18.1,50.5,"3,288",38.7,"1,840",21.7
2004,4 Year August,English Language Learner,"8,486","3,404",40.1,"1,599",18.8,47,,,,,,,"1,809",21.3,53.1,"2,923",34.4,"1,840",21.7
2004,5 Year  June,English Language Learner,"8,320","4,065",48.9,"1,799",21.6,44.3,558,6.7,13.7,"1,241",14.9,30.5,"2,266",27.2,55.7,"1,151",13.8,"2,389",28.7
2004,6 Year,English Language Learner,"8,306","4,394",52.9,"1,873",22.5,42.6,568,6.8,12.9,"1,305",15.7,29.7,"2,521",30.4,57.4,619,7.5,"2,710",32.6
2005,4 Year  June,English Language Learner,"8,778","3,481",39.7,"1,908",21.7,54.8,583,6.6,16.7,"1,325",15.1,38.1,"1,572",17.9,45.2,"3,060",34.9,"1,700",19.4
2005,4 Year August,English Language Learner,"8,778","3,899",44.4,"2,015",23,51.7,594,6.8,15.2,"1,421",16.2,36.4,"1,883",21.5,48.3,"2,642",30.1,"1,700",19.4
2005,5 Year  June,English Language Learner,"8,743","4,546",52,"2,232",25.5,49.1,642,7.3,14.1,"1,590",18.2,35,"2,314",26.5,50.9,"1,016",11.6,"2,531",28.9
2005,6 Year,English Language Learner,"8,673","4,852",55.9,"2,304",26.6,47.5,647,7.5,13.3,"1,657",19.1,34.2,"2,548",29.4,52.5,454,5.2,"2,711",31.3
2006,4 Year  June,English Language Learner,"9,056","3,755",41.5,"2,437",26.9,64.9,593,6.5,15.8,"1,844",20.4,49.1,"1,318",14.6,35.1,"3,002",33.1,"1,797",19.8
2006,4 Year August,English Language Learner,"9,056","4,175",46.1,"2,573",28.4,61.6,608,6.7,14.6,"1,965",21.7,47.1,"1,602",17.7,38.4,"2,588",28.6,"1,791",19.8
2006,5 Year  June,English Language Learner,"9,158","4,775",52.1,"2,783",30.4,58.3,633,6.9,13.3,"2,150",23.5,45,"1,992",21.8,41.7,"1,095",12,"2,575",28.1
2006,5 Year August,English Language Learner,"9,158","4,878",53.3,"2,812",30.7,57.6,633,6.9,13,"2,179",23.8,44.7,"2,066",22.6,42.4,"1,005",11,"2,559",27.9
2006,6 Year,English Language Learner,"8,829","5,069",57.4,"2,867",32.5,56.6,633,7.2,12.5,"2,234",25.3,44.1,"2,202",24.9,43.4,341,3.9,"2,740",31
2007,4 Year  June,English Language Learner,"9,444","3,720",39.4,"2,765",29.3,74.3,562,6,15.1,"2,203",23.3,59.2,955,10.1,25.7,"3,407",36.1,"1,896",20.1
2007,4 Year August,English Language Learner,"9,444","4,263",45.1,"3,013",31.9,70.7,575,6.1,13.5,"2,438",25.8,57.2,"1,250",13.2,29.3,"2,881",30.5,"1,883",19.9
2007,5 Year  June,English Language Learner,"9,156","4,824",52.7,"3,241",35.4,67.2,591,6.5,12.3,"2,650",28.9,54.9,"1,583",17.3,32.8,873,9.5,"2,856",31.2
2007,5 Year August,English Language Learner,"9,156","4,977",54.4,"3,302",36.1,66.3,592,6.5,11.9,"2,710",29.6,54.5,"1,675",18.3,33.7,755,8.2,"2,825",30.9
2007,6 Year,English Language Learner,"9,134","5,124",56.1,"3,386",37.1,66.1,593,6.5,11.6,"2,793",30.6,54.5,"1,738",19,33.9,416,4.6,"2,958",32.4
2008,4 Year  June,English Language Learner,"9,174","3,247",35.4,"2,933",32,90.3,615,6.7,18.9,"2,318",25.3,71.4,314,3.4,9.7,"3,715",40.5,"1,868",20.4
2008,4 Year August,English Language Learner,"9,174","3,716",40.5,"3,318",36.2,89.3,624,6.8,16.8,"2,694",29.4,72.5,398,4.3,10.7,"3,257",35.5,"1,861",20.3
2008,5 Year  June,English Language Learner,"8,914","4,151",46.6,"3,654",41,88,635,7.1,15.3,"3,019",33.9,72.7,497,5.6,12,"1,700",19.1,"2,523",28.3
2008,5 Year August,English Language Learner,"8,914","4,297",48.2,"3,776",42.4,87.9,638,7.2,14.8,"3,138",35.2,73,521,5.8,12.1,"1,567",17.6,"2,513",28.2
2008,6 Year,English Language Learner,"8,932","4,500",50.4,"3,918",43.9,87.1,639,7.2,14.2,"3,279",36.7,72.9,582,6.5,12.9,931,10.4,"2,755",30.8
2009,4 Year  June,English Language Learner,"9,253","2,987",32.3,"2,697",29.1,90.3,600,6.5,20.1,"2,097",22.7,70.2,290,3.1,9.7,"3,974",42.9,"1,988",21.5
2009,4 Year August,English Language Learner,"9,253","3,580",38.7,"3,219",34.8,89.9,631,6.8,17.6,"2,588",28,72.3,361,3.9,10.1,"3,393",36.7,"1,987",21.5
2009,5 Year  June,English Language Learner,"8,936","4,138",46.3,"3,672",41.1,88.7,651,7.3,15.7,"3,021",33.8,73,466,5.2,11.3,"1,663",18.6,"2,729",30.5
2004,4 Year August,Male,"37,734","20,500",54.3,"14,404",38.2,70.3,,,,,,,"6,101",16.2,29.8,"10,133",26.9,"5,982",15.9
2009,5 Year August,English Language Learner,"8,936","4,300",48.1,"3,805",42.6,88.5,651,7.3,15.1,"3,154",35.3,73.3,495,5.5,11.5,"1,509",16.9,"2,725",30.5
2009,6 Year,English Language Learner,"8,858","4,531",51.2,"3,986",45,88,653,7.4,14.4,"3,333",37.6,73.6,545,6.2,12,936,10.6,"2,967",33.5
2010,4 Year  June,English Language Learner,"8,294","2,692",32.5,"2,449",29.5,91,413,5,15.3,"2,036",24.5,75.6,243,2.9,9,"3,462",41.7,"1,854",22.4
2010,4 Year August,English Language Learner,"8,294","3,091",37.3,"2,792",33.7,90.3,432,5.2,14,"2,360",28.5,76.4,299,3.6,9.7,"3,064",36.9,"1,853",22.3
2010,5 Year  June,English Language Learner,"7,985","3,599",45.1,"3,181",39.8,88.4,448,5.6,12.4,"2,733",34.2,75.9,418,5.2,11.6,"1,355",17,"2,605",32.6
2010,5 Year August,English Language Learner,"7,985","3,700",46.3,"3,266",40.9,88.3,449,5.6,12.1,"2,817",35.3,76.1,434,5.4,11.7,"1,264",15.8,"2,596",32.5
2011,4 Year  June,English Language Learner,"7,326","2,673",36.5,"2,395",32.7,89.6,368,5,13.8,"2,027",27.7,75.8,278,3.8,10.4,"2,784",38,"1,579",21.6
2011,4 Year August,English Language Learner,"7,326","2,970",40.5,"2,619",35.7,88.2,374,5.1,12.6,"2,245",30.6,75.6,351,4.8,11.8,"2,490",34,"1,577",21.5
2001,4 Year  June,English Language Proficient,"63,603","31,712",49.9,"21,205",33.3,66.9,"8,934",14,28.2,"12,271",19.3,38.7,"10,530",16.6,33.2,"17,199",27,"13,117",20.6
2001,5 Year  June,English Language Proficient,"63,603","37,397",58.8,"22,692",35.7,60.7,"9,078",14.3,24.3,"13,614",21.4,36.4,"14,764",23.2,39.5,"6,819",10.7,"17,189",27
2001,6 Year,English Language Proficient,"63,603","39,055",61.4,"23,047",36.2,59,"9,093",14.3,23.3,"13,954",21.9,35.7,"16,152",25.4,41.4,"3,241",5.1,"18,940",29.8
2002,4 Year  June,English Language Proficient,"67,057","34,861",52,"24,459",36.5,70.2,"9,303",13.9,26.7,"15,156",22.6,43.5,"10,427",15.5,29.9,"18,659",27.8,"11,428",17
2002,5 Year  June,English Language Proficient,"67,057","41,481",61.9,"26,684",39.8,64.3,"9,569",14.3,23.1,"17,115",25.5,41.3,"15,047",22.4,36.3,"7,470",11.1,"15,393",23
2002,6 Year,English Language Proficient,"67,057","43,338",64.6,"27,081",40.4,62.5,"9,583",14.3,22.1,"17,498",26.1,40.4,"16,507",24.6,38.1,"4,032",6,"16,784",25
2003,4 Year  June,English Language Proficient,"65,725","36,938",56.2,"26,536",40.4,71.8,"11,066",16.8,30,"15,470",23.5,41.9,"10,402",15.8,28.2,"17,993",27.4,"9,310",14.2
2003,5 Year  June,English Language Proficient,"65,725","43,160",65.7,"28,728",43.7,66.6,"11,236",17.1,26,"17,492",26.6,40.5,"14,432",22,33.4,"7,193",10.9,"12,984",19.8
2003,6 Year,English Language Proficient,"65,986","45,192",68.5,"29,267",44.4,64.8,"11,244",17,24.9,"18,023",27.3,39.9,"15,925",24.1,35.2,"3,550",5.4,"14,156",21.5
2004,4 Year  June,English Language Proficient,"66,523","39,274",59,"29,148",43.8,74.2,"12,105",18.2,30.8,"17,043",25.6,43.4,"10,126",15.2,25.8,"17,556",26.4,"8,287",12.5
2004,4 Year August,English Language Proficient,"66,523","42,086",63.3,"30,377",45.7,72.2,,,,,,,"11,713",17.6,27.8,"14,746",22.2,"8,286",12.5
2004,5 Year  June,English Language Proficient,"67,305","45,894",68.2,"31,740",47.2,69.2,"12,283",18.2,26.8,"19,457",28.9,42.4,"14,154",21,30.8,"6,214",9.2,"11,397",16.9
2004,6 Year,English Language Proficient,"67,355","47,985",71.2,"32,358",48,67.4,"12,282",18.2,25.6,"20,076",29.8,41.8,"15,627",23.2,32.6,"3,849",5.7,"12,596",18.7
2005,4 Year  June,English Language Proficient,"68,600","42,134",61.4,"32,581",47.5,77.3,"11,929",17.4,28.3,"20,652",30.1,49,"9,553",13.9,22.7,"16,283",23.7,"7,457",10.9
2005,4 Year August,English Language Proficient,"68,600","44,600",65,"33,703",49.1,75.6,"12,023",17.5,27,"21,680",31.6,48.6,"10,897",15.9,24.4,"13,822",20.1,"7,455",10.9
2005,5 Year  June,English Language Proficient,"69,404","48,442",69.8,"35,379",51,73,"12,132",17.5,25,"23,247",33.5,48,"13,063",18.8,27,"5,650",8.1,"11,728",16.9
2005,6 Year,English Language Proficient,"69,321","50,425",72.7,"36,008",51.9,71.4,"12,136",17.5,24.1,"23,872",34.4,47.3,"14,417",20.8,28.6,"2,971",4.3,"12,379",17.9
2006,4 Year  June,English Language Proficient,"69,290","44,031",63.5,"36,133",52.1,82.1,"12,292",17.7,27.9,"23,841",34.4,54.1,"7,898",11.4,17.9,"15,135",21.8,"7,700",11.1
2006,4 Year August,English Language Proficient,"69,290","46,831",67.6,"37,578",54.2,80.2,"12,393",17.9,26.5,"25,185",36.3,53.8,"9,253",13.4,19.8,"12,387",17.9,"7,649",11
2006,5 Year  June,English Language Proficient,"69,998","50,161",71.7,"39,135",55.9,78,"12,442",17.8,24.8,"26,693",38.1,53.2,"11,026",15.8,22,"5,133",7.3,"11,527",16.5
2006,5 Year August,English Language Proficient,"69,998","50,830",72.6,"39,377",56.3,77.5,"12,442",17.8,24.5,"26,935",38.5,53,"11,453",16.4,22.5,"4,645",6.6,"11,317",16.2
2006,6 Year,English Language Proficient,"69,217","52,052",75.2,"39,822",57.5,76.5,"12,431",18,23.9,"27,391",39.6,52.6,"12,230",17.7,23.5,"2,143",3.1,"11,878",17.2
2007,4 Year  June,English Language Proficient,"70,032","44,660",63.8,"39,341",56.2,88.1,"12,396",17.7,27.8,"26,945",38.5,60.3,"5,319",7.6,11.9,"15,553",22.2,"7,844",11.2
2007,4 Year August,English Language Proficient,"70,032","47,806",68.3,"41,203",58.8,86.2,"12,502",17.9,26.2,"28,701",41,60,"6,603",9.4,13.8,"12,522",17.9,"7,748",11.1
2007,5 Year  June,English Language Proficient,"69,766","50,580",72.5,"42,529",61,84.1,"12,432",17.8,24.6,"30,097",43.1,59.5,"8,051",11.5,15.9,"4,634",6.6,"11,802",16.9
2007,5 Year August,English Language Proficient,"69,766","51,176",73.4,"42,802",61.4,83.6,"12,433",17.8,24.3,"30,369",43.5,59.3,"8,374",12,16.4,"4,207",6,"11,642",16.7
2007,6 Year,English Language Proficient,"69,864","52,527",75.2,"43,581",62.4,83,"12,516",17.9,23.8,"31,065",44.5,59.1,"8,946",12.8,17,"2,371",3.4,"12,082",17.3
2008,4 Year  June,English Language Proficient,"70,545","44,926",63.7,"43,091",61.1,95.9,"12,560",17.8,28,"30,531",43.3,68,"1,835",2.6,4.1,"16,670",23.6,"7,263",10.3
2008,4 Year August,English Language Proficient,"70,545","47,857",67.8,"45,686",64.8,95.5,"12,640",17.9,26.4,"33,046",46.8,69.1,"2,171",3.1,4.5,"13,806",19.6,"7,235",10.3
2008,5 Year  June,English Language Proficient,"70,448","50,981",72.4,"48,300",68.6,94.7,"12,678",18,24.9,"35,622",50.6,69.9,"2,681",3.8,5.3,"6,787",9.6,"10,116",14.4
2008,5 Year August,English Language Proficient,"70,448","51,710",73.4,"48,902",69.4,94.6,"12,683",18,24.5,"36,219",51.4,70,"2,808",4,5.4,"6,133",8.7,"10,059",14.3
2008,6 Year,English Language Proficient,"70,301","53,075",75.5,"49,943",71,94.1,"12,685",18,23.9,"37,258",53,70.2,"3,132",4.5,5.9,"3,420",4.9,"10,790",15.3
2009,4 Year  June,English Language Proficient,"69,468","45,249",65.1,"43,292",62.3,95.7,"12,800",18.4,28.3,"30,492",43.9,67.4,"1,957",2.8,4.3,"16,272",23.4,"6,382",9.2
2009,4 Year August,English Language Proficient,"69,468","48,390",69.7,"46,039",66.3,95.1,"12,904",18.6,26.7,"33,135",47.7,68.5,"2,351",3.4,4.9,"13,184",19,"6,376",9.2
2009,5 Year  June,English Language Proficient,"69,379","51,744",74.6,"48,799",70.3,94.3,"12,933",18.6,25,"35,866",51.7,69.3,"2,945",4.2,5.7,"6,730",9.7,"9,037",13
2009,5 Year August,English Language Proficient,"69,379","52,481",75.6,"49,399",71.2,94.1,"12,937",18.6,24.7,"36,462",52.6,69.5,"3,082",4.4,5.9,"6,031",8.7,"9,006",13
2009,6 Year,English Language Proficient,"69,429","53,974",77.7,"50,530",72.8,93.6,"12,939",18.6,24,"37,591",54.1,69.6,"3,444",5,6.4,"3,605",5.2,"9,851",14.2
2010,4 Year  June,English Language Proficient,"67,230","45,757",68.1,"43,325",64.4,94.7,"12,874",19.1,28.1,"30,451",45.3,66.5,"2,432",3.6,5.3,"14,886",22.1,"5,457",8.1
2010,4 Year August,English Language Proficient,"67,230","48,590",72.3,"45,771",68.1,94.2,"12,989",19.3,26.7,"32,782",48.8,67.5,"2,819",4.2,5.8,"12,063",17.9,"5,456",8.1
2010,5 Year  June,English Language Proficient,"67,257","51,895",77.2,"48,371",71.9,93.2,"13,019",19.4,25.1,"35,352",52.6,68.1,"3,524",5.2,6.8,"5,847",8.7,"7,923",11.8
2010,5 Year August,English Language Proficient,"67,257","52,432",78,"48,788",72.5,93.1,"13,021",19.4,24.8,"35,767",53.2,68.2,"3,644",5.4,6.9,"5,338",7.9,"7,899",11.7
2011,4 Year  June,English Language Proficient,"67,037","47,326",70.6,"44,993",67.1,95.1,"13,196",19.7,27.9,"31,797",47.4,67.2,"2,333",3.5,4.9,"13,535",20.2,"5,087",7.6
2011,4 Year August,English Language Proficient,"67,037","49,439",73.7,"46,745",69.7,94.6,"13,265",19.8,26.8,"33,480",49.9,67.7,"2,694",4,5.4,"11,437",17.1,"5,087",7.6
2001,4 Year  June,Not Student with Disability,"64,593","32,863",50.9,"21,941",34,66.8,"9,211",14.3,28,"12,730",19.7,38.7,"10,937",16.9,33.3,"18,305",28.3,"13,062",20.2
2001,5 Year  June,Not Student with Disability,"64,593","39,364",60.9,"23,647",36.6,60.1,"9,411",14.6,23.9,"14,236",22,36.2,"15,777",24.4,40.1,"7,386",11.4,"17,426",27
2001,6 Year,Not Student with Disability,"64,593","41,293",63.9,"24,053",37.2,58.2,"9,433",14.6,22.8,"14,620",22.6,35.4,"17,392",26.9,42.1,"3,287",5.1,"19,482",30.2
2002,4 Year  June,Not Student with Disability,"67,537","35,265",52.2,"24,798",36.7,70.3,"9,400",13.9,26.7,"15,398",22.8,43.7,"10,501",15.5,29.8,"18,972",28.1,"11,832",17.5
2002,5 Year  June,Not Student with Disability,"67,537","42,249",62.6,"27,152",40.2,64.3,"9,708",14.4,23,"17,444",25.8,41.3,"15,360",22.7,36.4,"7,313",10.8,"16,253",24.1
2002,6 Year,Not Student with Disability,"67,537","44,169",65.4,"27,589",40.9,62.5,"9,731",14.4,22,"17,858",26.4,40.4,"16,843",24.9,38.1,"4,045",6,"17,572",26
2003,4 Year  June,Not Student with Disability,"64,766","37,324",57.6,"27,046",41.8,72.5,"11,284",17.4,30.2,"15,762",24.3,42.2,"10,278",15.9,27.5,"16,946",26.2,"9,614",14.8
2003,5 Year  June,Not Student with Disability,"64,766","43,826",67.7,"29,392",45.4,67.1,"11,520",17.8,26.3,"17,872",27.6,40.8,"14,434",22.3,32.9,"6,880",10.6,"13,058",20.2
2003,6 Year,Not Student with Disability,"65,187","45,871",70.4,"29,957",46,65.3,"11,533",17.7,25.1,"18,424",28.3,40.2,"15,914",24.4,34.7,"3,324",5.1,"14,361",22
